npx_data1;olinkr version 1.0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NPX Data;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Panel;Olink CARDIOMETABOLIC;Olink CARDIOMETABOLIC;Olink CARDIOMETABOLIC;Olink CARDIOMETABOLIC;Olink CARDIOMETABOLIC;Olink CARDIOMETABOLIC;Olink CARDIOMETABOLIC;Olink CARDIOMETABOLIC;Olink CARDIOMETABOLIC;Olink CARDIOMETABOLIC;Olink CARDIOMETABOLIC;Olink CARDIOMETABOLIC;Olink CARDIOMETABOLIC;Olink CARDIOMETABOLIC;Olink CARDIOMETABOLIC;Olink CARDIOMETABOLIC;Olink CARDIOMETABOLIC;Olink CARDIOMETABOLIC;Olink CARDIOMETABOLIC;Olink CARDIOMETABOLIC;Olink CARDIOMETABOLIC;Olink CARDIOMETABOLIC;Olink CARDIOMETABOLIC;Olink CARDIOMETABOLIC;Olink CARDIOMETABOLIC;Olink CARDIOMETABOLIC;Olink CARDIOMETABOLIC;Olink CARDIOMETABOLIC;Olink CARDIOMETABOLIC;Olink CARDIOMETABOLIC;Olink CARDIOMETABOLIC;Olink CARDIOMETABOLIC;Olink CARDIOMETABOLIC;Olink CARDIOMETABOLIC;Olink CARDIOMETABOLIC;Olink CARDIOMETABOLIC;Olink CARDIOMETABOLIC;Olink CARDIOMETABOLIC;Olink CARDIOMETABOLIC;Olink CARDIOMETABOLIC;Olink CARDIOMETABOLIC;Olink CARDIOMETABOLIC;Olink CARDIOMETABOLIC;Olink CARDIOMETABOLIC;Olink CARDIOMETABOLIC;Olink CARDIOMETABOLIC;Olink CARDIOMETABOLIC;Olink CARDIOMETABOLIC;Olink CARDIOMETABOLIC;Olink CARDIOMETABOLIC;Olink CARDIOMETABOLIC;Olink CARDIOMETABOLIC;Olink CARDIOMETABOLIC;Olink CARDIOMETABOLIC;Olink CARDIOMETABOLIC;Olink CARDIOMETABOLIC;Olink CARDIOMETABOLIC;Olink CARDIOMETABOLIC;Olink CARDIOMETABOLIC;Olink CARDIOMETABOLIC;Olink CARDIOMETABOLIC;Olink CARDIOMETABOLIC;Olink CARDIOMETABOLIC;Olink CARDIOMETABOLIC;Olink CARDIOMETABOLIC;Olink CARDIOMETABOLIC;Olink CARDIOMETABOLIC;Olink CARDIOMETABOLIC;Olink CARDIOMETABOLIC;Olink CARDIOMETABOLIC;Olink CARDIOMETABOLIC;Olink CARDIOMETABOLIC;Olink CARDIOMETABOLIC;Olink CARDIOMETABOLIC;Olink CARDIOMETABOLIC;Olink CARDIOMETABOLIC;Olink CARDIOMETABOLIC;Olink CARDIOMETABOLIC;Olink CARDIOMETABOLIC;Olink CARDIOMETABOLIC;Olink CARDIOMETABOLIC;Olink CARDIOMETABOLIC;Olink CARDIOMETABOLIC;Olink CARDIOMETABOLIC;Olink CARDIOMETABOLIC;Olink CARDIOMETABOLIC;Olink CARDIOMETABOLIC;Olink CARDIOMETABOLIC;Olink CARDIOMETABOLIC;Olink CARDIOMETABOLIC;Olink CARDIOMETABOLIC;Olink CARDIOMETABOLIC;Olink INFLAMMATION;Olink INFLAMMATION;Olink INFLAMMATION;Olink INFLAMMATION;Olink INFLAMMATION;Olink INFLAMMATION;Olink INFLAMMATION;Olink INFLAMMATION;Olink INFLAMMATION;Olink INFLAMMATION;Olink INFLAMMATION;Olink INFLAMMATION;Olink INFLAMMATION;Olink INFLAMMATION;Olink INFLAMMATION;Olink INFLAMMATION;Olink INFLAMMATION;Olink INFLAMMATION;Olink INFLAMMATION;Olink INFLAMMATION;Olink INFLAMMATION;Olink INFLAMMATION;Olink INFLAMMATION;Olink INFLAMMATION;Olink INFLAMMATION;Olink INFLAMMATION;Olink INFLAMMATION;Olink INFLAMMATION;Olink INFLAMMATION;Olink INFLAMMATION;Olink INFLAMMATION;Olink INFLAMMATION;Olink INFLAMMATION;Olink INFLAMMATION;Olink INFLAMMATION;Olink INFLAMMATION;Olink INFLAMMATION;Olink INFLAMMATION;Olink INFLAMMATION;Olink INFLAMMATION;Olink INFLAMMATION;Olink INFLAMMATION;Olink INFLAMMATION;Olink INFLAMMATION;Olink INFLAMMATION;Olink INFLAMMATION;Olink INFLAMMATION;Olink INFLAMMATION;Olink INFLAMMATION;Olink INFLAMMATION;Olink INFLAMMATION;Olink INFLAMMATION;Olink INFLAMMATION;Olink INFLAMMATION;Olink INFLAMMATION;Olink INFLAMMATION;Olink INFLAMMATION;Olink INFLAMMATION;Olink INFLAMMATION;Olink INFLAMMATION;Olink INFLAMMATION;Olink INFLAMMATION;Olink INFLAMMATION;Olink INFLAMMATION;Olink INFLAMMATION;Olink INFLAMMATION;Olink INFLAMMATION;Olink INFLAMMATION;Olink INFLAMMATION;Olink INFLAMMATION;Olink INFLAMMATION;Olink INFLAMMATION;Olink INFLAMMATION;Olink INFLAMMATION;Olink INFLAMMATION;Olink INFLAMMATION;Olink INFLAMMATION;Olink INFLAMMATION;Olink INFLAMMATION;Olink INFLAMMATION;Olink INFLAMMATION;Olink INFLAMMATION;Olink INFLAMMATION;Olink INFLAMMATION;Olink INFLAMMATION;Olink INFLAMMATION;Olink INFLAMMATION;Olink INFLAMMATION;Olink INFLAMMATION;Olink INFLAMMATION;Olink INFLAMMATION;Olink INFLAMMATION;Olink CARDIOMETABOLIC;Olink INFLAMMATION;Olink CARDIOMETABOLIC;Olink INFLAMMATION
Assay;CHL1;NRP1;PLXNB2;FCGR3B;LILRB5;APOM;SOD1;CA1;TIMP1;CST3;ANG;F11;PROC;SERPINA5;ICAM1;REG1A;SERPINA7;C2;GP1BA;CA3;PRSS2;UMOD;MET;F7;IGLC2;KIT;ITGAM;MBL2;FCGR2A;CDH1;CCL5;NCAM1;CD59;SELL;NID1;CD46;ST6GAL1;IL7R;ENG;IGFBP3;PAM;VCAM1;CR2;TCN2;TNXB;CA4;GNLY;CES1;IGFBP6;TNC;DPP4;ICAM3;THBS4;SAA4;TIE1;COL18A1;PRCP;NOTCH1;COMP;PLTP;CCL18;DEFA1;LCN2;TGFBR3;REG3A;EFEMP1;FAP;PLA2G7;PTPRS;MFAP5;GAS6;SPARCL1;LTBP2;PCOLCE;FCN2;TGFBI;CCL14;QPCT;AOC3;VASN;LILRB2;LILRB1;TIMD4;CNDP1;OSMR;C1QTNF1;CFHR5;MEGF9;CRTAC1;FETUB;ANGPTL3;LYVE1;IL8;VEGFA;MCP-3;GDNF;CDCP1;CD244;IL7;OPG;LAP TGF-beta-1;uPA;IL6;IL-17C;MCP-1;IL-17A;CXCL11;AXIN1;TRAIL;IL-20RA;CXCL9;CST5;IL-2RB;IL-1 alpha;OSM;IL2;CXCL1;TSLP;CCL4;CD6;SCF;IL18;SLAMF1;TGF-alpha;MCP-4;CCL11;TNFSF14;FGF-23;IL-10RA;FGF-5;MMP-1;LIF-R;FGF-21;CCL19;IL-15RA;IL-10RB;IL-22 RA1;IL-18R1;PD-L1;Beta-NGF;CXCL5;TRANCE;HGF;IL-12B;IL-24;IL13;ARTN;MMP-10;IL10;TNF;CCL23;CD5;CCL3;Flt3L;CXCL6;CXCL10;4E-BP1;IL-20;SIRT2;CCL28;EN-RAGE;CD40;IL33;IFN-gamma;FGF-19;IL4;LIF;NRTN;MCP-2;CASP-8;CCL25;CX3CL1;TNFRSF9;NT-3;TWEAK;CCL20;ST1A1;STAMPB;IL5;ADA;TNFB;CSF-1;DNER;CD8A;Plate ID;Plate ID;QC Warning;QC Warning
Uniprot ID;O00533;O14786;O15031;O75015;O75023;O95445;P00441;P00915;P01033;P01034;P03950;P03951;P04070;P05154;P05362;P05451;P05543;P06681;P07359;P07451;P07478;P07911;P08581;P08709;P0CG05;P10721;P11215;P11226;P12318;P12830;P13501;P13591;P13987;P14151;P14543;P15529;P15907;P16871;P17813;P17936;P19021;P19320;P20023;P20062;P22105;P22748;P22749;P23141;P24592;P24821;P27487;P32942;P35443;P35542;P35590;P39060;P42785;P46531;P49747;P55058;P55774;P59665;P80188;Q03167;Q06141;Q12805;Q12884;Q13093;Q13332;Q13361;Q14393;Q14515;Q14767;Q15113;Q15485;Q15582;Q16627;Q16769;Q16853;Q6EMK4;Q8N423;Q8NHL6;Q96H15;Q96KN2;Q99650;Q9BXJ1;Q9BXR6;Q9H1U4;Q9NQ79;Q9UGM5;Q9Y5C1;Q9Y5Y7;P10145;P15692;P80098;P39905;Q9H5V8;Q9BZW8;P13232;O00300;P01137;P00749;P05231;Q9P0M4;P13500;Q16552;O14625;O15169;P50591;Q9UHF4;Q07325;P28325;P14784;P01583;P13725;P60568;P09341;Q969D9;P13236;Q8WWJ7;P21583;Q14116;Q13291;P01135;Q99616;P51671;O43557;Q9GZV9;Q13651;Q8NF90;P03956;P42702;Q9NSA1;Q99731;Q13261;Q08334;Q8N6P7;Q13478;Q9NZQ7;P01138;P42830;O14788;P14210;P29460;Q13007;P35225;Q5T4W7;P09238;P22301;P01375;P55773;P06127;P10147;P49771;P80162;P02778;Q13541;Q9NYY1;Q8IXJ6;Q9NRJ3;P80511;P25942;O95760;P01579;O95750;P05112;P15018;Q99748;P80075;Q14790;O15444;P78423;Q07011;P20783;O43508;P78556;P50225;O95630;P05113;P00813;P01374;P09603;Q8NFT8;P01732;;;;
OlinkID;OID01216;OID01217;OID01218;OID01219;OID01220;OID01221;OID01222;OID01223;OID01224;OID01225;OID01226;OID01227;OID01228;OID01229;OID01230;OID01231;OID01232;OID01233;OID01234;OID01235;OID01236;OID01237;OID01238;OID01239;OID01240;OID01241;OID01242;OID01243;OID01244;OID01245;OID01246;OID01247;OID01248;OID01249;OID01250;OID01251;OID01252;OID01253;OID01254;OID01255;OID01256;OID01257;OID01258;OID01259;OID01260;OID01261;OID01262;OID01263;OID01264;OID01265;OID01266;OID01267;OID01268;OID01269;OID01270;OID01271;OID01272;OID01273;OID01274;OID01275;OID01276;OID01277;OID01278;OID01279;OID01280;OID01281;OID01282;OID01283;OID01284;OID01285;OID01286;OID01287;OID01288;OID01289;OID01290;OID01291;OID01292;OID01293;OID01294;OID01295;OID01296;OID01297;OID01298;OID01299;OID01300;OID01301;OID01302;OID01303;OID01304;OID01305;OID01306;OID01307;OID00471;OID00472;OID00474;OID00475;OID00476;OID00477;OID00478;OID00479;OID00480;OID00481;OID00482;OID00483;OID00484;OID00485;OID00486;OID00487;OID00488;OID00489;OID00490;OID00491;OID00492;OID00493;OID00494;OID00495;OID00496;OID00497;OID00498;OID00499;OID00500;OID00501;OID00502;OID00503;OID00504;OID00505;OID00506;OID00507;OID00508;OID00509;OID00510;OID00511;OID00512;OID00513;OID00514;OID00515;OID00516;OID00517;OID00518;OID00519;OID00520;OID00521;OID00522;OID00523;OID00524;OID00525;OID00526;OID00527;OID00528;OID00529;OID00530;OID00531;OID00532;OID00533;OID00534;OID00535;OID00536;OID00537;OID00538;OID00539;OID00541;OID00542;OID00543;OID00544;OID00545;OID00546;OID00547;OID00548;OID00549;OID00550;OID00551;OID00552;OID00553;OID00554;OID00555;OID00556;OID00557;OID00558;OID00559;OID00560;OID00561;OID00562;OID01213;OID05124;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A1;12.95614259;3.729709246;2.086122314;11.609629;0.724191555;8.54262355;9.452978177;7.79592945;3.11630846;12.01928371;7.348548442;6.815600092;12.83139683;0.808108154;3.306432973;17.57011542;7.46333437;7.39322792;3.370287952;18.2825193;8.333129554;7.869483399;10.49476352;8.931547573;5.407947483;8.193861205;2.082374692;1.68428123;5.742825766;0.623316138;7.621030412;10.22879471;2.811479871;10.2975686;2.061363353;3.77097381;3.742485226;3.863608635;2.217237356;1.699493485;2.058619472;9.423645779;3.894996535;9.052424161;5.667169896;5.630575259;-0.687671799;13.59022266;9.63782794;2.352258671;4.587832578;13.33120896;0.875582313;4.346969704;5.72146536;13.7423356;15.26280376;20.94010515;3.644650192;6.507952079;8.63446461;2.777846988;1.548696334;5.932585889;14.60932795;1.349922514;6.36673556;12.72623936;5.241708665;10.39564122;3.228680014;6.092289967;3.341322412;11.91597286;5.0541765;5.587185485;14.23610985;3.164141537;1.520651884;1.085452377;9.03200226;2.504441307;3.718169377;0.018728171;1.444206202;4.538797926;5.199865065;1.735581692;8.117640001;3.517871773;9.475756162;5.865286366;6.243957261;4.128782706;8.27722362;9.452382081;2.639485913;0.355061461;14.14689587;3.706700092;0.385773537;7.104781072;3.244835209;2.699703725;2.345380789;6.823730404;2.878377458;6.065872213;12.32544707;18.46622606;2.642764848;6.206501717;3.052412712;5.303753493;3.087512069;3.500123948;1.198673561;13.40461116;2.925769763;2.862355228;3.171346818;2.177257362;17.51767644;0.962398763;3.352945458;6.205390166;-0.776570277;6.382447781;5.283818334;13.37196839;3.161514717;14.7508461;4.541892351;2.055855771;5.17347665;5.526966969;11.27572334;7.802521453;2.147595228;18.61684477;-2.746990424;4.165173814;5.164015708;7.094245791;2.825526211;1.77844939;5.097044863;11.83510384;1.895218741;11.12862426;3.342639055;8.160742379;1.828200754;6.244686814;3.384993405;10.2921736;3.113420408;3.285174064;12.19608839;10.50836118;14.9693349;7.236023025;3.836183624;6.964520957;8.466590964;2.552485392;3.128109408;6.647835733;3.386417518;3.4774888;11.19603909;3.633625975;5.129684993;5.826572929;6.63264807;1.03564527;7.483841077;2.241858123;3.384190524;3.812604681;1.918318886;3.134989521;12.10168342;12.26031184;Example_Data_1_CAM.csv;Example_Data_13_INFI.csv;Pass;Pass
A2;11.26947653;6.144800919;1.48398498;17.5821406;3.329488378;10.39566784;7.704559464;6.388902443;0.793348185;12.08656388;2.279287932;6.619600823;7.996479927;9.915968372;3.693530476;12.52747233;11.78558651;6.014589116;0.587962813;16.70859091;1.702776219;10.77444794;8.329971231;4.096530217;2.956836839;6.82776444;3.125404143;2.077467003;6.145893089;0.526125147;12.76505599;5.078526782;1.151623323;10.89444573;1.539634312;8.282703546;2.708185919;2.860960521;3.001228812;2.865736356;3.688433863;4.846929258;2.098590897;15.21311863;2.912855685;6.097926684;1.227591853;9.136310687;9.755951673;3.180900951;3.947451199;7.687711218;-0.530083952;-0.005012509;7.918998068;5.079694088;12.37822112;15.21120332;7.774096641;2.619698911;9.832422942;3.87161857;5.51762848;9.502601312;15.48395198;2.041112595;-0.639067793;12.62709286;13.14529701;15.63633952;3.260589877;5.317919451;0.571935109;9.991634495;6.301893137;3.794188093;15.45608026;5.291696765;8.710000882;3.873786913;11.50517319;2.362488483;3.576722246;-0.190461664;3.398010279;1.769100195;10.91062316;1.101199769;15.24728444;4.258230205;6.708084202;6.123032183;7.111376867;4.038368212;5.775939441;1.897019738;10.81085698;0.01736425;7.156192024;5.881628166;1.783306727;7.766499088;2.976712415;1.415903741;3.041826325;6.836169138;0.846155775;3.627364593;10.14554621;14.54327015;1.182831884;4.121421444;3.43414828;6.506168747;8.000990282;3.805733216;1.754512343;6.212151761;3.420763867;2.447015447;2.012391446;6.657224428;14.91065481;4.335652081;2.29566828;2.056992227;2.201791275;4.74855208;3.099595046;10.76815771;3.256527262;5.635241598;4.160651526;0.017224357;2.2682463;2.917155478;14.24587596;3.594876254;3.080282246;20.46521206;-0.346567365;1.328480195;4.517006245;15.43112613;7.52905966;4.620440442;5.642571053;7.807379131;4.33640611;11.47821289;1.069447337;6.394264341;2.208956006;9.569726553;7.193889504;9.353169155;2.039233364;2.181742446;13.39981872;7.667185397;13.92496154;6.446811169;3.17586036;11.39218782;5.054308692;14.5087275;5.33075492;5.901187956;9.645925918;1.483876472;11.77704258;5.28936927;8.752236771;8.864814633;9.174032584;0.937716882;6.258565449;0.485672425;1.715629711;0.655298535;3.507723595;2.689785044;15.06078183;10.52809818;Example_Data_1_CAM.csv;Example_Data_13_INFI.csv;Pass;Pass
A3;25.45107014;6.950510173;1.228213569;10.49490377;4.392218601;14.66950018;11.20625493;1.333532067;3.83949966;13.76189355;5.751446561;5.973685616;8.811696832;8.012396452;2.043806194;7.780215414;11.99334247;9.069284304;4.885191956;20.49185466;7.663606853;7.580081857;6.760816371;5.734721884;6.933960525;4.797281542;2.300463626;6.959301313;5.459754444;4.182666386;9.642706321;8.860330837;3.760380094;6.354309547;1.85645783;1.449676865;1.968088213;1.970592502;3.702861558;2.170377185;0.395438647;9.089061448;3.201854846;14.84768894;5.265518649;7.436820843;5.963386069;12.40598717;12.35602563;0.663884872;9.27300749;17.62467083;0.108521566;6.675094488;1.572084972;10.89622289;13.41441821;15.3241303;2.69170979;12.44698196;9.439096522;5.335169816;3.158045206;9.188239462;13.30089368;2.221618098;4.866835036;4.192180248;10.76471657;7.201623308;1.950828793;8.682046487;3.040744749;8.781934648;5.791145593;0.964151088;7.209688705;5.766100404;13.25201613;0.548461235;4.834295159;2.241314776;6.707577556;1.150151399;2.906069389;3.972964758;3.873870896;1.325243354;10.77682428;1.040653996;-1.103553369;10.10010405;13.30833874;4.140801483;5.517143972;9.83228276;3.626449898;-0.303189172;11.34355814;6.179592864;0.326208265;9.731239764;2.606671888;1.39974048;5.183474876;10.59217352;3.512083958;5.08474058;13.85261117;12.65976516;2.644053024;1.83454352;8.179146325;2.684559709;3.552287966;3.918627794;1.450018813;11.6740721;2.321485562;3.135879713;3.10443412;1.955719747;13.08174958;3.690604321;4.361834868;4.521822368;-0.994343777;7.061666477;0.685573301;13.8136156;3.666458196;4.845556006;2.185907833;3.112992953;2.523787253;6.054292611;19.97266668;6.103115482;1.470067645;12.37530403;-0.987627344;5.265877673;1.230740334;18.98398278;11.27949293;3.556706582;3.441854576;8.855949217;3.639195463;6.318488141;-1.535630472;6.500518712;0.01518997;6.194561883;8.593814526;11.76877812;3.583229671;3.589748949;13.02712086;13.65404177;14.58383392;8.665767392;2.397260378;10.18063011;5.807920286;11.05761206;5.879264326;6.552496234;2.106809551;6.925481796;5.409979473;3.499914109;5.62011708;7.188881589;14.17504773;1.182565517;5.201174247;1.142809043;5.308914866;3.682799863;3.307862792;4.743811956;14.48967345;10.50141153;Example_Data_1_CAM.csv;Example_Data_13_INFI.csv;Pass;Pass
A4;14.4530382;3.725393382;3.278852882;14.9696703;1.132330044;16.19493348;12.06684165;-0.58070131;4.565456652;10.02991106;6.734011708;-1.435183923;11.74062415;7.68883371;2.551877988;3.36058357;14.664172;7.404488685;1.863324872;0.736285548;6.523991061;7.993046648;5.985805995;4.281055535;4.413646577;10.04255729;3.121728638;5.827938513;9.296976194;1.73205443;10.52583348;9.623044495;3.735560789;5.461569243;1.161012863;8.431778451;0.655224653;1.31160332;0.734773523;1.684783635;2.629650928;8.46178765;1.482930336;17.91751021;3.634520446;6.486156153;1.762012499;4.716194656;9.464884913;3.153716459;6.657905626;10.33666699;5.846007454;13.12383819;0.840872652;9.075576877;9.232782791;12.79851173;6.369096064;9.345774541;12.98877772;3.462631117;8.071247263;3.852077549;6.905835975;2.218791805;11.17073376;8.898635631;5.790783258;-1.262062409;3.085625713;-1.975311212;2.923507513;7.540184221;8.347403631;5.79463069;13.02356387;5.399939956;7.098774659;1.610010473;9.430153075;0.93315535;5.915790344;2.062939386;1.234559156;4.451552259;1.086784848;2.483765111;11.82875861;-0.281426507;8.504878209;9.822504864;8.802450337;3.447391792;3.08655424;11.40167857;14.52811677;0.039250596;7.234755722;2.801477909;0.525223211;9.712801047;2.595214038;1.503285426;1.764353103;4.482822782;4.183222358;6.665989761;14.73202968;7.722854793;2.785821884;6.966999086;6.06372922;7.424656839;4.560059597;2.4758364;2.198084149;12.64608788;4.832729979;0.718896667;3.137213147;5.990904077;10.10003613;12.09499116;2.22314518;0.589105166;11.64222753;6.602508373;3.373211999;19.31897441;0.707892897;12.46302805;-0.109386451;2.136262162;2.01500461;1.77723305;7.935031865;3.398476718;0.49284294;9.05947089;4.54656625;3.958360503;7.288415301;11.99888172;6.355910588;2.687600585;3.393823123;16.44889725;3.499760819;9.523402526;1.000551076;7.03728719;0.521674776;6.449728966;14.77999224;8.363995555;5.18853504;0.659751429;8.824096163;14.10739218;8.351703001;3.691786812;3.941850481;9.097267995;7.089863284;9.852203001;0.658189604;11.28178208;14.53728356;0.495315004;11.50972068;0.004643514;13.66141406;-0.64530256;7.405061463;0.141914379;6.513969072;1.215902814;4.944344732;5.221065879;1.397178881;2.307929673;3.159145763;7.42012171;Example_Data_1_CAM.csv;Example_Data_13_INFI.csv;Pass;Pass
A5;7.628711835;7.198343239;4.98902951;13.08753978;1.237067774;15.07447174;2.201736627;2.005555366;4.600079662;10.56797273;1.855461812;6.580728545;4.679287743;7.85988213;2.147304433;4.526633135;9.281735195;10.70182855;3.145307614;6.43570591;11.55351184;4.41427006;9.966930843;4.491901346;3.488069591;8.852636666;2.95454762;4.400143482;6.297200207;9.087921344;5.83506369;7.221589677;2.141768283;1.871135696;1.15341563;9.682616731;2.65473672;2.27448175;2.751870234;1.487659517;3.337616483;9.202288323;1.601796246;17.04469282;3.961009793;4.020933987;5.267609446;4.373692164;3.319044605;0.654765601;8.353657746;9.450900401;3.119120899;12.14403866;1.204174948;1.35135361;9.80721301;11.24865506;2.509656304;7.619586235;10.9381284;-1.971009552;8.469232632;2.142886929;2.978602629;5.013635397;4.770014774;8.945333873;14.48748581;-1.542776186;1.948200295;-0.626079443;1.823879655;7.615620442;11.44899735;4.491159497;10.70919509;5.55103737;3.754360693;3.758376616;7.978910867;2.067376162;5.170823758;1.662300899;1.649261582;2.406344952;1.743395694;2.253417542;10.93379618;1.774057127;6.68917741;6.681804871;8.114341882;3.056536146;3.729618152;9.711705646;6.946890767;0.049601048;11.52548814;1.640137583;1.938688399;6.184466175;1.646637587;4.529792777;4.106048696;16.95309197;4.105240479;4.59011857;14.32435653;7.479723391;2.634010276;2.57415577;7.606311358;7.594564713;5.679931181;2.085402989;2.483843233;8.728908894;3.339280589;2.296882391;3.757796435;3.63110026;3.864321451;7.784506478;3.07174275;5.475867372;6.848337266;12.84258033;4.293350107;6.894827977;1.917422786;4.87243158;0.690072311;3.766569936;5.049304178;7.82374974;14.30911709;3.981939727;0.01247121;11.85392511;5.947734999;-4.281767775;6.031670468;9.619057435;0.495258228;6.008159625;2.223347632;12.06474649;5.453898933;10.38093914;3.288420521;8.295666291;0.185748289;10.30778597;8.304511887;5.385001772;1.509256964;2.103298796;1.664333631;8.701977298;9.112184251;8.388307463;4.569647855;4.224162708;4.519436362;17.09821039;3.175779919;-0.537007304;13.82040052;11.31178542;13.81246739;1.47321271;13.13229288;1.543978509;3.468427069;0.590821529;2.105514502;2.715418249;1.389479837;8.190029549;0.440894174;6.880956341;11.45530636;7.470290431;Example_Data_1_CAM.csv;Example_Data_13_INFI.csv;Pass;Pass
A6;6.316586277;7.789238706;4.654764362;11.46346411;2.342279285;13.90460689;18.74226466;-0.338009294;3.21297417;13.36207868;-0.569092558;4.904534627;9.034942536;13.92745757;3.244982943;7.863492897;14.84474526;9.37891827;5.123310386;-1.135785968;6.534735749;9.730205278;9.740823835;8.334284771;2.857258772;6.96066216;1.307385324;6.044930375;9.812010235;7.217067518;10.59709156;6.084487581;2.502702995;7.747689257;0.932632427;6.350580274;1.771457247;3.457766591;4.534901476;1.096732865;0.929321526;8.780222646;1.730492157;12.24307112;8.783088406;8.509359631;2.342033086;3.811393901;1.428508846;0.4994408;6.962356574;11.204666;2.563649794;20.03758032;0.445074386;10.8727954;9.112460425;12.66080826;5.707266867;11.40161156;9.219974001;1.525105558;2.898244345;1.417544034;5.073479885;2.353369329;6.09444294;8.626141175;11.74996455;-3.428523973;6.775604147;-0.023514562;1.367932793;6.956295159;9.764322819;4.656268104;10.16869816;0.378666174;3.251358403;2.43062411;13.61376193;1.702312346;4.758100531;1.107213201;2.882677915;3.234503892;4.964268227;3.343527129;13.86619775;3.696231939;6.048723126;8.114983954;4.397341031;3.377151022;2.221348334;8.648231083;17.59817898;0.290309259;8.846810305;3.243365158;0.790351136;13.1871305;2.146954911;4.330520238;2.074699354;11.38812247;5.129727568;2.315091425;16.99615651;13.76432257;1.272869045;3.51322172;4.085961069;10.99716105;7.366396904;2.052967693;3.179149304;10.35129213;3.566278784;1.724865728;3.522639019;3.900758083;7.798168465;6.814111896;4.714727819;3.517752984;3.517101304;12.92454641;3.64658913;12.43849207;2.111180004;6.356258945;0.160788323;5.322857149;3.335041675;4.843213168;3.199856989;0.87124786;0.070562695;1.88221471;8.199248352;6.113583089;4.674281562;9.713974836;5.977374558;3.480644428;4.453587608;11.0916804;3.998872996;14.94937824;-0.389978369;7.029517715;0.827092941;3.731863216;16.42194359;6.94151864;1.96983669;1.614644429;8.047381607;13.49886686;6.87611165;10.16106078;2.753256449;3.248628027;7.838501473;7.354805257;3.059861211;9.768043368;6.94487934;5.272382521;11.32251933;2.795628473;10.93011534;3.232220285;8.976365835;1.051178135;3.75793837;2.385073636;1.739657989;7.323325124;0.191571315;4.97302283;8.644822501;7.668009928;Example_Data_1_CAM.csv;Example_Data_13_INFI.csv;Pass;Pass
